"fingerprint","signature","linter","filename","message","source","occurrence","baseline_line","baseline_column","review_step","disposition"
"df2b9e000b21e1198c7472a27647b403","ec6508775530ddd37dd12c6e6d1fc9ab","line_length_linter","R/engine-aggregate-d1.R","Lines should not be more than 120 characters. This line is 121 characters.","  if (any(aggregate$flag_suppressed) && identical(suppression, ""upper_bound"") && !identical(estimate_scale, ""arcsine"")) {",1,121,121,"049","approved_style_debt"
"acf58a2b44fb4573392a909476bc1b4d","05f7daa8dfd78e4da05bbdfedc9a8b36","line_length_linter","R/engine-aggregate-d1.R","Lines should not be more than 120 characters. This line is 138 characters.","      (!is.character(indicators) || length(indicators) < 2L || anyNA(indicators) || any(indicators == """") || anyDuplicated(indicators))) {",1,219,121,"049","approved_style_debt"
"f204a131283cd80180c35aa7a54d94c2","e3a71e2677a3e198c18d0233933348c3","indentation_linter","R/fpc.R","Indentation should be 8 spaces but is 6 spaces.","      !is.finite(K) || K < 1 || K != floor(K)) {",1,155,6,"049","approved_style_debt"
"74cb27162b92efc58dbce0b5a532a482","cd45c87e60d87b6d3f89a389deb0cfdb","indentation_linter","R/fpc.R","Indentation should be 8 spaces but is 6 spaces.","      any(!is.finite(n)) || any(n < 1)) {",1,145,6,"049","approved_style_debt"
"213a234193abe19ed2cbf3beac02eb65","25e6cb519b9872aeab3b85fa5f78452b","indentation_linter","R/fpc.R","Indentation should be 8 spaces but is 6 spaces.","      anyNA(variance_rule) ||",1,177,6,"049","approved_style_debt"
"65a58a126512b04bd630a182abdf01c6","ba79e686d71a1c565d1cb4497f08816f","indentation_linter","R/frechet.R","Hanging indent should be 22 spaces but is 8 spaces.","        ""; iterations = "", out$iterations %||% ""<missing>""),",1,2010,8,"049","approved_style_debt"
"b3eb53b084d0ebd770ae1712cdfeb0b1","fe8bc4d0b8ab5cd1840fefc03d1f4cdc","indentation_linter","R/frechet.R","Indentation should be 10 spaces but is 8 spaces.","        !.sm_frechet_is_psd(matrices$projected_positive_dependence_stress, x$psd_tol)) {",1,802,8,"049","approved_style_debt"
"4381cbd48e3925b566a4de2a973824ee","4ca694463655c6ee3806628959b22e58","indentation_linter","R/frechet.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(actual_pair_labels, expected_pair_labels) || !interval_order_ok ||",1,830,8,"049","approved_style_debt"
"c9ab02d6b3fc20dc8b5fd325bbb5c549","6766185571e822071943bbf0954c4c35","indentation_linter","R/frechet.R","Indentation should be 12 spaces but is 10 spaces.","          !identical(dimnames(upper_correlation), dimnames(base))) {",1,976,10,"049","approved_style_debt"
"f52186d8b2c87f04c02524a1620a642a","2ae673bd7ec0682e890af2e691c8db7a","indentation_linter","R/frechet.R","Indentation should be 12 spaces but is 10 spaces.","          length(x$pairwise_correlation_lower) != length(keys) ||",1,964,10,"049","approved_style_debt"
"36c7a9801622ed1616366cea68d457f9","75d3e0c92e99040ce9f47e6e9991ce76","indentation_linter","R/frechet.R","Indentation should be 14 spaces but is 12 spaces.","            !isTRUE(all.equal(upper_correlation[a, b], site_intervals$pairwise_correlation_upper[[j]], tolerance = tol))) {",1,988,12,"049","approved_style_debt"
"ffa42b839f7c79f23d59e291dba03ad4","cc1a360d48b9ba6b3eaea7a6ee7e2abd","indentation_linter","R/frechet.R","Indentation should be 14 spaces but is 12 spaces.","            abs(positive[a, b] - site_intervals$pairwise_covariance_upper[[j]]) > tol) {",1,949,12,"049","approved_style_debt"
"92674675cf3a53b615dfe9847762e93c","325348e59fe6691ab5e68b6b71560ff2","indentation_linter","R/frechet.R","Indentation should be 15 spaces but is 8 spaces.","        all(abs(left[finite] - right[finite]) <= numeric_tol))",1,2296,8,"049","approved_style_debt"
"fadda7910483c073c85c9a6cf4ea3cf5","c9f9bfd15258de8ba2c5ace298981e16","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !all(c(""site_id"", ""year"", ""site_key"") %in% names(x$site_keys)) ||",1,660,6,"049","approved_style_debt"
"e0503e347b6a6dd7c94c2aab0a1f49ef","ddaca78f56cef01831864e2471ad3476","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !identical(attr(x, ""aggregate_case"", exact = TRUE), ""D1"")) {",1,1447,6,"049","approved_style_debt"
"63ee92c9d6b7907d6fdda2e5ee0e1302","5b97cb58d221449a15a5b2f18870d5cc","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !identical(x$covariance_scale, ""raw"") ||",1,642,6,"049","approved_style_debt"
"9d76ba4c5262492a75ac95b0347e5c06","f5c13788568cdd69c60858188700dc30","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !identical(x$projection_diagnostics$site_key, expected_diagnostic_keys) ||",1,696,6,"049","approved_style_debt"
"2a282fa227674d2944f98a1938b31f06","816e3e396ff0454566bb2d424c868952","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !identical(x$psd_diagnostics$site_key, keys)) {",1,706,6,"049","approved_style_debt"
"1dfdf1fe7b8cb7ddf11c0e2a2c449005","f88498c3560288fe07ef5fdc73ae2237","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !is.finite(psd_tol) || psd_tol <= 0 || psd_tol > max_tol) {",1,1647,6,"049","approved_style_debt"
"31b1b7ce720665dbadf4dd8071107c7a","6493cb69ae6c5750fad416eb373da831","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      !is.numeric(settings$posd.tol) || length(settings$posd.tol) != 1L ||",1,1835,6,"049","approved_style_debt"
"37537489403ea02505725a610dfc3756","f16a90fb5d6020a2c0e1de2fe560ca7f","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      (is.null(names(nearpd_args)) || anyNA(names(nearpd_args)) || any(names(nearpd_args) == """"))) {",1,1767,6,"049","approved_style_debt"
"4fdcdf65bb694408852c5ebeb42357eb","d9c94507ca796df5f4f38986b3eda555","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      any(by_group$sampling_relation != ""same_units"") ||",1,1549,6,"049","approved_style_debt"
"cd889cf0b9e94b2e60f2a94a2d452dc6","692a2677c4594bebef411f4bd4c2976c","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      length(psd_max_iter) != 1L ||",1,1661,6,"049","approved_style_debt"
"73688c2b8a664ef7799e65843faa2154","c442dffd6b864976f8c16800f6f46d77","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      length(shrink_alpha) != 1L ||",1,1682,6,"049","approved_style_debt"
"7f259d44cc5a6bfbbca16f2a0b94c7f6","cf075b9832acaf6f330ea534f1edcfea","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      max(abs(",1,789,6,"049","approved_style_debt"
"d30702bc2606edfc4f8d95235db7c6b8","3f973e1661499e82e6c82eb6c23ddced","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      nrow(actual) != nrow(expected)) {",1,2281,6,"049","approved_style_debt"
"52e5084992e7e0574718c8d2e25315d7","f7eb5d69a3f67977af3a48ba44ef95f2","indentation_linter","R/frechet.R","Indentation should be 8 spaces but is 6 spaces.","      nrow(intervals) != expected_interval_rows ||",1,739,6,"049","approved_style_debt"
"fd35d28ae67f0616b2f490df01ddd6be","924c99f2831147334b3c4b7a2ab69870","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 123 characters.","            !isTRUE(all.equal(upper_correlation[a, b], site_intervals$pairwise_correlation_upper[[j]], tolerance = tol))) {",1,988,121,"049","approved_style_debt"
"0ac75aa53b770c0240b814d6da4096c3","bd4d3801d5bdcc971c7c161b7567e9b7","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 123 characters.","        if (!isTRUE(all.equal(lower_correlation[a, b], site_intervals$pairwise_correlation_lower[[j]], tolerance = tol)) ||",1,987,121,"049","approved_style_debt"
"17349493bb7ae279a01c61ad4b8bd0c5","777d7d9aa900d0111d8b8b576fff6351","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 123 characters.","      ""Use `population_regime = \""d1b\""` only for an explicitly heuristic analysis, or supply compatible D1a denominators.""",1,1572,121,"049","approved_style_debt"
"4e951681ffb8d6bb196099501c50db3a","8bcffb19439eb09b149127094f5d3bb3","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 126 characters.","        ""Use `population_regime = \""d1a\""` for same-unit marginals or rebuild the D1 input with truthful sampling provenance.""",1,1529,121,"049","approved_style_debt"
"5e45f84856c4a1717179faee5a3320f8","7afbbca22d63f4474e64cbe84e5846fe","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 131 characters.","  if (!is.character(indicator) || length(indicator) < 1L || anyNA(indicator) || any(indicator == """") || anyDuplicated(indicator)) {",1,1467,121,"049","approved_style_debt"
"93261a7dfec8768cb49f52201b2f27df","0776adf011764843acfa81b6e7a62db8","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 133 characters.","    pairwise_correlation_lower = if (isTRUE(return_correlations)) lapply(site_results, `[[`, ""pairwise_correlation_lower"") else NULL,",1,362,121,"049","approved_style_debt"
"b2eefb4fa5076b9cb6bed9a8f416edc7","dcbfbaf72443f57656e60228019925bc","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 133 characters.","    pairwise_correlation_upper = if (isTRUE(return_correlations)) lapply(site_results, `[[`, ""pairwise_correlation_upper"") else NULL,",1,363,121,"049","approved_style_debt"
"0c87a4e02f01cd43798578d968eae7fb","c678ba1dd07aaef5680aff09bb4083a4","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 134 characters.","      ""Rebuild the estimates with `sampling_relation = \""same_units\""` only when publisher metadata establishes common sampled units.""",1,1541,121,"049","approved_style_debt"
"905e9a485dd4e308489aa3e23e2f4ec4","50d1681fe8f75e1a38838bd8bef43278","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 135 characters.","      fix = ""Use `population_regime = \""d1a\""` for formal bounds or `subgroup_conditional_action = \""allow\""` to silence this warning.""",1,1624,121,"049","approved_style_debt"
"aeccbe96fc1be22199bf9ed8f9f540f1","5ca62343d5c9cdceff3faae0190a6c2f","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 139 characters.","      fix = ""Pass `population_regime = \""d1a\""` for formal common-population marginals or `\""d1b\""` for subgroup-conditional stress tests.""",1,1496,121,"049","approved_style_debt"
"483d2b0379c03f0c07acdc7527f92e30","3b6bbfe5886bb81ba0135f6b8aa97705","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 141 characters.","      ""Remove the design/bias correction or treat the result as a non-formal D1b heuristic; corrected formal Frechet covariance is deferred.""",1,1596,121,"049","approved_style_debt"
"9d9ed998b66417f13794c8544d921b0c","3b5d518f5a745378572708896675c424","line_length_linter","R/frechet.R","Lines should not be more than 120 characters. This line is 145 characters.","      fix = ""Use `suppression = \""drop\""` and a complete identified indicator set; consume separated sensitivity fields outside the Frechet API.""",1,1429,121,"049","approved_style_debt"
"94b0935706c2d306e1154149d1073876","77f26b91495e9f8b2ed5ca19c2070468","line_length_linter","R/multinomial-covariance.R","Lines should not be more than 120 characters. This line is 136 characters.","  if (!is.character(categories) || length(categories) < 2L || anyNA(categories) || any(categories == """") || anyDuplicated(categories)) {",1,205,121,"049","approved_style_debt"
"5129b3cd14f6a9cae9bfdabfad71f3a9","c1913e7760cba4b242f446f442b8fb7f","indentation_linter","R/output-assembly.R","Indentation should be 10 spaces but is 8 spaces.","        !applied_exception) {",1,499,8,"049","approved_style_debt"
"156a4c6493e2bf86333ce3236096942b","16fa4b5693f44bce1323769e82e57bd5","indentation_linter","R/output-assembly.R","Indentation should be 10 spaces but is 8 spaces.","        !is.na(v$population_size) ||",1,461,8,"049","approved_style_debt"
"449f567884f5ebd5d620662922c7f8b9","62a4e08186534969d203347a771367e0","indentation_linter","R/output-assembly.R","Indentation should be 11 spaces but is 10 spaces.","          !multinomial_boundary_exception)) {",1,463,10,"049","approved_style_debt"
"0941e1294f510de6f67700cc413ceb58","3cf42bdb4fce202f038166fcb0fe1e58","indentation_linter","R/output-assembly.R","Indentation should be 8 spaces but is 6 spaces.","      !isTRUE(all.equal(v$population_size, rows$population_size[[i]], tolerance = tol, check.attributes = FALSE)) ||",1,475,6,"049","approved_style_debt"
"e368c5dd4eb6fa44839ac4f46c2a9891","5402f4d9b03a01c8b5de8b6ce0485163","indentation_linter","R/output-assembly.R","Indentation should be 8 spaces but is 6 spaces.","      !isTRUE(rows$flag_zero_cell[[i]]) ||",1,521,6,"049","approved_style_debt"
"8024beb26dbcc72cc728538b8f573ea1","5df36cc1e2541c990bf826bdf25cf20b","indentation_linter","R/output-assembly.R","Indentation should be 8 spaces but is 6 spaces.","      v$scalar_correction_rule[[coordinate]] %in%",1,413,6,"049","approved_style_debt"
"e3f6a487cce57d22a7556ee8746068f2","40b9ce9bde1e5c1eb9cb4040b6ecdd9a","indentation_linter","R/output-assembly.R","Indentation should be 9 spaces but is 8 spaces.","        !multinomial_boundary_exception)) {",1,477,8,"049","approved_style_debt"
"dfc3780b8f153a943bc49baa120d3d39","d4378f19021e0c9f5d2bb6e81cf34248","line_length_linter","R/output-assembly.R","Lines should not be more than 120 characters. This line is 148 characters.","      .sm_output_v_error(""`V$family` must match the output family."", expected = family, actual = v$family, row_identity = .sm_row_identity(rows, i))",1,386,121,"049","approved_style_debt"
"bc1b13c1aa50d01241970f03d28e4a12","c0305711fcc9793d97e40b5a79123361","line_length_linter","R/output-assembly.R","Lines should not be more than 120 characters. This line is 149 characters.","      .sm_output_v_error(""`V$year` must match the output row."", expected = rows$year[[i]], actual = v$year, row_identity = .sm_row_identity(rows, i))",1,383,121,"049","approved_style_debt"
"cbc5bc7833b561459b7c5e1e19b66fc2","1335495fe0b14a0b23d5a0ac659d4b8a","line_length_linter","R/output-assembly.R","Lines should not be more than 120 characters. This line is 158 characters.","      .sm_output_v_error(""`V$site_id` must match the output row."", expected = rows$site_id[[i]], actual = v$site_id, row_identity = .sm_row_identity(rows, i))",1,380,121,"049","approved_style_debt"
"167aa90b4a38a33cc89b9f1d0ca85a22","8c36bd7eb3d598a5fd4efb8215d0c9bc","line_length_linter","R/output-assembly.R","Lines should not be more than 120 characters. This line is 179 characters.","      .sm_output_v_error(""`V$estimate_scale` must match the output row."", expected = rows$estimate_scale[[i]], actual = v$estimate_scale, row_identity = .sm_row_identity(rows, i))",1,389,121,"049","approved_style_debt"
"872fbaa427bcc6626d679af4d3952161","bad84be2f0ad636662d5161d09a3e1d3","indentation_linter","R/pivot-subgroups.R","Indentation should be 8 spaces but is 6 spaces.","      length(indicator_set) < 2L ||",1,849,6,"049","approved_style_debt"
"9d615eefb67700d2af0eb9422e6efab7","049ac5deebe9759f435406607f38d5e3","indentation_linter","R/pivot-subgroups.R","Indentation should be 8 spaces but is 6 spaces.","      length(partition_tolerance) != 1L ||",1,322,6,"049","approved_style_debt"
"759439bc67026c6db7c147eb6c954940","baf66abe7fd75dfc87995965168388e7","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(suppression$sensitivity_role, expected_role)) {",1,1626,8,"049","approved_style_debt"
"359209b7466718e671f1b7b5d89b1cb2","65ef244d72c767357c0e10364c7323d3","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(v$diag_contract, expected_diag_contract)) {",1,1420,8,"049","approved_style_debt"
"f83526324d2d82eda2b509d925fb7117","127de551ebc699f9482d2c77c14e7fc0","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(v$matrix_rank, analytic_rank)) {",1,1337,8,"049","approved_style_debt"
"d1a2ce89a7a00fc13084354e1c5cfc62","633037370d35913b08f6f50a39b94cc8","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !identical(v$n_jt, as.integer(group_n[[1L]]))) {",1,1293,8,"049","approved_style_debt"
"e59705c1663c65366db20af8ba27ae06","56818beb16f82168a0a2530ceace9171","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !is.logical(suppression$sensitivity_acknowledgement_requested) ||",1,1607,8,"049","approved_style_debt"
"52c6d1850ceb8e58b2eef95086808703","75098d89ee27f743625d1afeef298443","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !isTRUE(all.equal(v$n_eff, as.numeric(group_n_eff[[1L]]), tolerance = 1e-12, check.attributes = FALSE))) {",1,1171,8,"049","approved_style_debt"
"3a5af78a06c608f1a47b86b84e620d0c","461ac74e1db816c97e5fe619633fe5ff","indentation_linter","R/sitemix_estimates.R","Indentation should be 10 spaces but is 8 spaces.","        !setequal(indicators, first$indicator_order)) {",1,241,8,"049","approved_style_debt"
